EventTemplate,AdldEventId
"isDatanode=false, isClient=true, isTransfer=true",3195
writeBlock receive buf size <*> tcp no delay true,3196
Receiving block blk_<*>_<*> src: /<*>.<*>.<*>.<*>:<*> dest: /<*>.<*>.<*>.<*>:<*>,3197
"Add namenode<*> to local dead nodes, previously was namenode<*>.",3198
There is no pending items to satisfy the given path inodeId:<*>,3199
Starting a new transaction,3200
Writing raw edit log data,3201
Performing edit transaction,3202
Error parsing command-line options:,3203
Can only specify -delimiter with Delimited processor,3204
key = <*> (default=<*>),3205
Space available on volume <*> is <*>,3206
"Space available on volume <*> is <*>, which is below the configured reserved amount <*>",3207
"Failed to reconstruct striped block Block{blockId=<*>, numBytes=<*>, genStamp=<*>, replication=<*>}, due to insufficient datanodes.<*>",3208
"No missing internal block. Skip reconstruction for task: ReconstructionTask{targetBlock=Block{blockId=<*>, numBytes=<*>, genStamp=<*>, replication=<*>}, targets=<*>}<*>",3209
"Failed to reconstruct striped block Block{blockId=<*>, numBytes=<*>, genStamp=<*>, replication=<*>}, due to java.io.IOException: Disk full",3210
"Not scheduling suspect block blk_<*> for rescanning, because this volume scanner is stopping.",3211
"Not scheduling suspect block blk_<*> for rescanning, because we rescanned it recently.",3212
Suspect block blk_<*> is already queued for rescanning.,3213
Scheduling suspect block blk_<*> for rescanning.,3214
Real capacity is negative. This usually points to some kind of mis-configuration. Capacity : -<*> Reserved : <*> realCap = capacity - reserved = -<*>. Skipping this volume from all processing. type : DISK id :volume_<*>,3215
selectStreamingInputStream manifests: {},3216
Found endTxId <*>,3217
Safemode status retrieved successfully.,3218
Client trace information logged,3219
Received block blk_<*> size <*> from <*>,3220
Using codec: GzipCodec,3221
Created raw decoder for GzipCodec,3222
New instance created <*>,3223
Checkpoint failed,3224
Unable to rename checkpoint in StorageDirectory: IOException,3225
"The given interval for marking stale datanode = <*>ms, which is less than <*>ms heartbeat intervals. This may cause too frequent changes of stale states of DataNodes since a heartbeat msg may be missing due to temporary short-term failures. Reset stale interval to <*>ms.",3226
"The given interval for marking stale datanode = <*>ms, which is larger than heartbeat expire interval <*>ms.",3227
Using default data node port : datanode<*>:<*>,3228
"Query plan failed. ex: DiskBalancerException, ex",3229
DIR* FSDirAAr.unprotectedSetStoragePolicy for File.,3230
DIR* FSDirAAr.unprotectedSetStoragePolicy for Directory.,3231
No block pools are registered.,3232
Now scanning bpid bpid-<*> on volume <*><*>,3233
"Now rescanning bpid bpid-<*> on volume <*><*>, after more than <*> hour(s)",3234
No suitable block pools found to scan. Waiting <*> ms.,3235
Stopping maintenance of data node datanode<*>,3236
op=getFileStatus target=<*>,3237
op=listStatus target=<*>,3238
op=getAclStatus target=<*>,3239
op=getXAttrs target=<*>,3240
op=listXAttrs target=<*>,3241
op=getContentSummary target=<*>,3242
"commitBlockSynchronization(oldBlock=blk_<*>, newgenerationstamp=<*>, newlength=<*>, newtargets=<*>, closeFile=true, deleteBlock=true)",3243
"Block(blk_<*>) not found,oldBlock",3244
"commitBlockSynchronization(oldBlock=blk_<*>, newgenerationstamp=<*>, newlength=<*>, newtargets=<*>, closeFile=true, deleteBlock=false)",3245
IOException(<*>),3246
FileNotFoundException(<*>),3247
Must specify a valid cluster ID after the CLUSTERID flag,3248
nextBlock error on https:<*>:<*>,3249
finished scanning block pool pool-<*>,3250
Failed to get access time of block <*>,3251
Decided to move <*> bytes from datanode<*> to datanode<*>,3252
ReplicaCachingGetSpaceUsed refresh error,3253
"Refresh dfs used, bpid: block_pool_<*>, replicas size: <*>, dfsUsed: <*> on volume: disk_volume_<*>, duration: <*>ms",3254
Removing stale replica datanode<*> of blk_<*>,3255
deleting <*> FAILED,3256
Rolling upgrade started,3257
"logAuditEvent(true, <*>, <*>, <*>, AuditStat)",3258
"logAuditEvent(false, <*>, <*>, <*>, null)",3259
Client is requesting a new log segment <*> though we are already writing segment_<*>. Aborting the current segment in order to begin the new one. ; journal id: journal_<*>,3260
Updating lastWriterEpoch from <*> to <*> for client <*>.<*>.<*>.<*> ; journal id: journal_<*>,3261
Client is requesting a new log segment ...,3262
Updating lastWriterEpoch from ...,3263
"Deactivating volumes (clear failure=true): <*><*>,<*><*>",3264
"Deactivating volumes (clear failure=false): <*><*>,<*><*>",3265
"Block with id <*>, pool data_pool_<*> already exists in the FsDatasetCache with state CACHED",3266
"Initiating caching for Block with id <*>, pool data_pool_<*>",3267
Could not find uri with key <*> to create a keyProvider !!,3268
KeyProvider URI string is invalid <*>!!,3269
Failed to check the status of <*> Ignore it and continue.,3270
Cleared trash for bpid bpid-<*>,3271
Rolled edit log,3272
Proxying operation: rollEdits,3273
Operation unsetErasureCodingPolicy started,3274
Permission check passed,3275
NameNode safe mode check completed,3276
Erasure coding policy unset successfully,3277
Write lock released,3278
getLoginUser,3279
doEditTx() op=<*> txid=<*>,3280
Logger debug executed,3281
"An error occurred while reflecting the event in top service, event: (cmd=remove,userName=datanode)",3282
Successfully connected to peer,3283
Cleanup with logger due to failure,3284
Generated new storageID a<*>b<*>c<*>d<*>-e<*>f<*>-<*>-<*>-<*>abcdef for directory <*> null,3285
Received block report for block blk_<*>,3286
"set bytesPerCRC=<*>, crcPerBlock=<*>",3287
Current bytesPerCRC=<*> doesn’t match next bpc=<*>,3288
Retrieving checksum from an earlier-version DataNode: inferring checksum by reading first byte,3289
"DeadNode detection is not enabled or given block LocatedBlock<*> is null, skip to remove node.",3290
"File: <*> is under construction. So, postpone this to the next retry iteration",3291
"File: <*> is not having any blocks. So, skipping the analysis.",3292
"The storage policy HOT is not suitable for Striped EC files. So, ignoring to move the blocks",3293
"BlockMovingInfo: DatanodeInfo{hostName=datanode<*>, capacity=<*>, dfsUsed=<*>, remaining=<*>, blockPoolUsed=<*>}",3294
Exception while getting file is for the given path:<*>,3295
NFS CREATE dir fileHandle:<*>x<*> filename:new_file.txt client:<*>.<*>.<*>.<*>,3296
Setting file size is not supported when creating file: new_file.txt + dir fileId: <*>x<*>,3297
Can't get path for dirHandle: <*>x<*>,3298
no block pools are ready to scan yet. Waiting <*> ms.,3299
saving block iterator BlockIterator@<*>a<*> after <*> ms.,3300
"Ending log segment <*>, <*>",3301
MD<*>Hash: <*>f<*>bcd<*>d<*>cade<*>e<*>b<*>f<*>,3302
Single CRC String: <*>x<*>,3303
Successful completion of operation <*>,3304
Skip to add dead node datanode-<*>.example.com:<*> to check since the node is already in the probe queue.,3305
Add dead node to check: datanode-<*>.example.com:<*>.,3306
Number of failed storages changes from <*> to <*>,3307
ShortCircuitReplica: No ReplicaAccessor created by org.apache.hadoop.hdfs.client.HdfsClientUtils,3308
Failed to construct new object of type,3309
"DIR* NameSystem.appendFile: src=<*>, holder=datanode<*>, clientMachine=<*>.<*>.<*>.<*>",3310
"DIR* NameSystem.appendFile: src=hdd_pool_<*>, holder=flink_cluster, clientMachine=client<*>",3311
DIR* NameSystem.appendFile: file <*> for flink_cluster at client<*> block BlockID_<*> block size <*>,3312
DIR* NameSystem.append: Disk quota exceeded,3313
"INodeFile:getStoragePolicyID() The current effective storage policy id : <*> is not suitable for striped mode EC file : file<*>. So, just returning unspecified storage policy id",3314
Resolved path is <*><*>,3315
"recoverLease: lease<*>, src=<*><*> from client client<*>",3316
"Recovering lease<*>, src=<*><*>",3317
Audit event for operation: setErasureCodingPolicy on <*>,3318
Number of suppressed write-lock reports: <*> Longest write-lock held at <*>:<*>:<*> for <*>ms via stack_trace Total suppressed write-lock held time: <*>ms,3319
Audit event failure: AccessControlException for operation: setErasureCodingPolicy on <*>,3320
Preparing decode inputs,3321
Reading chunk,3322
Checking for missing blocks,3323
getFileInfo operation completed successfully.,3324
Stream monitor is shutting down,3325
Checksum type: CRC<*>,3326
Starting active services.,3327
Trash emptier started successfully.,3328
Failed to start trash emptier due to java.io.IOException: Disk full.,3329
Shutting down immediately.,3330
Failed to start active services due to java.net.BindException: Address already in use: <*>.,3331
Successfully retrieved file information for <*>,3332
Setting local name for source child inode,3333
Undoing rename for source parent due to snapshot,3334
Adding last inode without quota check,3335
Starting CacheReplicationMonitor with interval <*> milliseconds,3336
Shutting down CacheReplicationMonitor,3337
Rescanning because of pending operations,3338
Scanned <*> directive(s) and <*> block(s) in <*> millisecond(s).,3339
Thread exiting,3340
Operation check started,3341
Sequential invocation completed,3342
"Beginning of the step. Phase: MAP, Step: INITIALIZE",3343
Unexpected error trying to delete<*> block. Ignored.,3344
Deleted pool-<*> block blk_<*> URI <*><*>.data,3345
Skipping journal_set since it's disabled,3346
Unable to determine input streams from journal_set.getManager(). Skipping.,3347
detail message about replica placement failure,3348
"Not enough replicas was chosen. Reason: datanode<*> failed to respond, {datanode<*>=<*>}",3349
"Submitting plan on datanode<*>:<*> failed. Result: false, Message: Disk space insufficient",3350
"Disk Balancer - Executing another plan, submitPlan failed.",3351
Initializing cache loader: org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.PmemMappableBlockLoader,3352
Persistent memory is used for caching data instead of DRAM. Max locked memory is set to zero to disable DRAM cache,3353
Initializing ZooKeeper connection,3354
"Cannot initialize the ZK connection, java.io.IOException",3355
"updatePipeline( blk_<*> with old generation stamp, newGS=<*>, newLength=<*>, newNodes=<*>, client=hdfs_client )",3356
updatePipeline( blk_<*> => blk_<*> ) success,3357
updatePipeline success,3358
Number of suppressed write-lock reports: <*> Longest write-lock held at <*>:<*>:<*> for <*>ms via null Total suppressed write-lock held time: <*>,3359
Exception in closing null,3360
Update to a smaller size block,3361
BLOCK* NameSystem.getDatanode: null,3362
BLOCK* Removing stale replica null of null,3363
BLOCK* removeStoredBlock: null from null,3364
BLOCK* removeStoredBlock: null has already been removed from node null,3365
persistBlocks: null with <*> blocks is persisted to the file system,3366
"Operation: listOpenFiles, Success: false",3367
"Operation: listOpenFiles, Success: true",3368
Unsupported protocol found when creating the proxy connection to NameNode:,3369
image loading failed at offset <*>,3370
Failed to load image file.,3371
Disabling journal JournalAndStream object,3372
"namenodes = https:<*><*>:<*>, https:<*><*>:<*>",3373
Leaving safe mode after <*> milliseconds,3374
The Router metrics are not enabled,3375
Error updating cache for table_<*>,3376
Cache update failed for cache table_<*>,3377
Refresh superuser groups configuration in Router.,3378
Finalizing rolling upgrade,3379
Checking operation,3380
Checking operation (inside try block),3381
NameNode safe mode check failed: Failed to finalize rolling upgrade,3382
Finalize rolling upgrade logged at time: <*>,3383
Starting edit log roll due to rolling upgrade finalization,3384
Storage version updated,3385
Checkpoint renamed from IMAGE_ROLLBACK to IMAGE,3386
Log sync completed for non-HA setup,3387
Rolling upgrade finalized audit event logged,3388
Finalizing rolling upgrade logAuditEvent,3389
"An error occurred while reflecting the event in top service, event:",3390
doEditTx() <*> txid=<*>,3391
Exception in closing journal_<*>,3392
Rolling edit logs,3393
Ending log segment,3394
logSyncAll toSyncToTxId=<*> lastWrittenTxId=<*> lastSyncedTxid=<*> mostRecentTxid=<*>,3395
Active JournalAndStream detected,3396
Stream closed,3397
Log segment finalized,3398
Error reported on storage directory <*>,3399
About to remove corresponding storage: <*>,3400
Log sync completed for non-HA setup logAuditEvent,3401
Number of suppressed write-lock reports: <*> Longest write-lock held at <*>:<*>:<*> for <*>ms via java.lang.StackTraceElement Total suppressed write-lock held time: <*>,3402
"Error during write properties to the VERSION file to <*>, sd, e",3403
"No need to dump with status(replied,dataState):(replied,DataState.DISALLOW_DUMP)",3404
"After dump, new dumpFileOffset: <*>",3405
Upgrading storage directory <*><*>. old LV = -<*>; old CTime = <*>. new LV = -<*>; new CTime = <*>,3406
Formatting block pool bpool_id_<*> directory <*><*><*>,3407
Will remove files,3408
Linked blocks from <*> to <*> Successfully linked <*> blocks.,3409
Failed to load FSImage due to interruption.,3410
Loaded FSImage in <*>.<*> seconds.,3411
Formatting journal id : <*> with namespace info: NamespaceID: <*> and force: true,3412
Formatting journal id : journal_<*> with namespace info: ns_<*> and force: true,3413
Failed to add the inode <*> to the directory <*>,3414
Failed to delete temporary edits file: <*>,3415
DIR* NameSystem.startFile...,3416
Yielded lock during decommission<*> check,3417
Removing unknown block,3418
Storage directory <*> does not contain previous fs state.,3419
"Keytab is configured, will login using keytab.",3420
Shared memory segment check. isStale=true,3421
DataNode is stale because it's <*> ms old and staleThreadholdMS=<*>,3422
DataNode is not stale because it's only <*> ms old and staleThresholdMs=<*>,3423
"Caught ExecutionException while waiting all streamer flush,",3424
Failed to remove volume,3425
"Adding new volumes: <*><*><*>,<*><*><*>",3426
Failed to add volume: <*><*><*>,3427
Successfully added volume: <*><*><*>,3428
No more available volumes,3429
Start checkpoint at txid <*>,3430
Received fatal RPC error,3431
Executing logEdit,3432
Total count of filesystem objects calculated and output,3433
A packet was last sent <*>ms ago.,3434
A packet was last sent <*>ms ago. Maximum idle time: <*>ms.,3435
JournalNodeSyncer daemon received Runtime exception.,3436
Stopping Journal Node Sync.,3437
Failed to create directory for downloading log segments: <*> Stopping Journal Node Sync.,3438
JournalNodeSyncer interrupted,3439
Failed to get the checksum for block blk_<*> at index <*> in blockGroup blockGroup_<*>,3440
meta file <*><*> is missing!,3441
Removed cache pool,3442
Edited log entry,3443
!!! WARNING !!! The NameNode currently runs without persistent storage. Any changes to the file system meta-data may be lost. Recommended actions: - shutdown and restart NameNode with configured <*> in hdfs-site.xml; - use Backup Node as a persistent and up-to-date storage of the file system meta-data.,3444
Failed to get number of live nodes,3445
Delete current dump directory <*>,3446
Create new dump directory <*>,3447
Balancer concurrent dispatcher threads = <*>,3448
Allocating <*> threads per target.,3449
Total bytes (blocks) moved in this iteration <*> (<*>),3450
DFSConfigKeys.DFS_BALANCER_MOVERTHREADS_KEY=<*> is too small for moving blocks to <*> targets. Balancing may be slower.,3451
Access denied for READ_ONLY operation,3452
"NFS FSSTAT fileHandle: FileHandle<*> client: <*>.<*>.<*>.<*>, FileHandle<*>",3453
Failed to get DFS client,3454
Edits file edits_<*> has improperly formatted transaction ID,3455
In-progress edits file edits_inprogress_<*> has improperly formatted transaction ID,3456
Interrupted waiting for namespace to freeze <*>,3457
Not able to find datanode datanode<*> which has dependency with datanode datanode<*>,3458
Operation category WRITE checked,3459
NN safe mode check,3460
Disk Balancer - Invalid plan version.,3461
Scheduling write back task for fileId: <*>,3462
The conf property DFS_NAMENODE_SHARED_EDITS_DIR_KEY is not set properly with correct journal node uri,3463
The conf property DFS_NAMENODE_SHARED_EDITS_DIR_KEY is not properly set with correct journal node hostnames,3464
redirectURI=hdfs:<*><*>:<*><*>,3465
Loading EC policy file ec_policy.xml,3466
Bad EC policy configuration file: top-level element not <configuration>,3467
Bad EC policy configuration file: no <layoutVersion> element,3468
The parse failed because of bad layoutversion value,3469
Bad EC policy configuration file: no <schemas> element,3470
Bad EC policy configuration file: no <policies> element,3471
HTTP Server started,3472
Not all router admins updated their cache,3473
Mount table cache refresher was interrupted.,3474
"Scan Results: <*><*>,<*><*>,<*><*>",3475
disabling scanning on block pool pool-<*>,3476
"can't remove block pool pool-<*>, because it was never added.",3477
NNStorage.attemptRestoreRemovedStorage: check removed(failed) storage. removedStorages size = <*>,3478
currently disabled dir <*><*><*>; type=IMAGE ;canwrite=true,3479
restoring dir <*><*><*>,3480
Premature EOF: pos=<*> < filelength=<*>,3481
Value of operation is successful,3482
Got invalid encryption key error in response to OP_BLOCK_CHECKSUM,3483
"src=<*>, datanodes<*>=datanode<*>:<*>",3484
Cache directive removed,3485
I<*> error attempting to unlock storage directory <*><*><*>,3486
Registration IDs mismatched: the NodeRegistration ID is node_<*> but the expected ID is node_<*>,3487
"Failed to copy datanode<*> block file to <*>, java.io.IOException: ...",3488
Copied hdfs:<*><*>:<*><*> meta to <*> and calculated checksum,3489
Copied hdfs:<*><*>:<*><*> to <*>,3490
BLOCK* rescanPostponedMisreplicatedBlocks: Postponed mis-replicated block <*><*> no longer found in block map.,3491
"BLOCK* rescanPostponedMisreplicatedBlocks: Re-scanned block <*><*>, result is POSTPONE",3492
Rescan of postponedMisreplicatedBlocks completed in <*> msecs. <*> blocks are left. <*> blocks were removed.,3493
<*> printed,3494
Checked files in directory,3495
Waiting for writer thread is interrupted.,3496
Failed to resolve the path as mount path,3497
System.out.println(response),3498
System.out.println(<*>),3499
System.err.println(java.io.IOException: File not found),3500
DFSStripedOutputStream does not support hsync true. Caller should check StreamCapabilities before calling.,3501
a metric is reported: cmd: getFileInfo user: hdfs,3502
Access denied for READ_ONLY access,3503
Failed to deserialize ACCESS<*>Request,3504
DfsClient is null,3505
"NFS ACCESS fileHandle: <*>x<*> client: <*>.<*>.<*>.<*>, FileHandle{fileId=<*>, generation=<*>}",3506
Block deletion is delayed during NameNode startup. The deletion will start after <*> ms.,3507
"Unable to purge old storage data<*>, java.lang.Exception",3508
DFSStripedOutputStream does not support hflush. Caller should check StreamCapabilities before calling.,3509
Block added,3510
"Creating <*><*> requires creating parent <*>, src, parent",3511
"Couldn't create parents for <*><*>, src",3512
Unable to load DataNode plugins. Specified list of plugins: <*>,3513
Started plug-in plugin_C,3514
ServicePlugin plugin_D could not be started,3515
"WebImageViewer does not support secure mode. To start in non-secure mode, pass -Dhadoop.security.authentication=simple",3516
Interrupted. Stopping the WebImageViewer.,3517
NFS MKDIR dirHandle: dirHandle.dumpFileHandle() filename: file_name client: <*>.<*>.<*>.<*>,3518
Setting file size is not supported when mkdir: file_name in dirHandle dirHandle,3519
Can't get path for dir fileId: dirHandle.getFileId(),3520
Unexpected exception java.net.ConnectException proxying getBlockLocations to namenode<*>,3521
Stopping services started for ACTIVE state,3522
Not able to copy block blk_<*> because it's pinned,3523
Copied blk_<*> to /<*>.<*>.<*>.<*>:<*>,3524
opCopyBlock blk_<*> received exception java.io.IOException: Connection reset,3525
"Read task returned: SUCCESS, for stripe AlignedStripe",3526
Read request interrupted,3527
Successfully retrieved groups for user hadoop_user,3528
"storageTypes={Standard},storageTypes",3529
DIR* completeFile: <*> is closed by <*>,3530
DIR* NameSystem.completeFile: String srcArg for String holder,3531
doEditTx() op=CREATE txid=<*>,3532
Number of transactions: <*>,3533
Block added to reconstruction queue,3534
Processing extra redundancy block,3535
BLOCK* + err + (numNodes=<*> + (numNodes < min ? < : >= ) + minimum = <*> + ) in file <*>,3536
Interrupted while waiting for CacheReplicationMonitor rescan,3537
logAuditEvent failure,3538
"Trim request [<*>-<*>), current offset <*>, drop the overlapped section [<*>-<*>) and write new data [<*>-<*>)",3539
Stopping decommissioning of datanode<*> node datanode<*> live,3540
Operation check passed for user hdfs on file <*>,3541
Invoked readBlock on datanode datanode<*> for block blk_<*>,3542
DIR* NameSystem.createSymlink: target=<*> link=<*>,3543
doEditTx() op=addSymlink txid=<*>,3544
this : registerSlot <*> : allocatedSlots= + allocatedSlots + StringUtils.getStackTrace(Thread.currentThread()),3545
FSImageFormatPBINode#serializeINodeDirectorySection: Dangling child pointer found. Missing INode in inodeMap: id=<*>; path=<*>; parent=/,3546
Error registering FSDatasetState MBean,3547
Registered FSDatasetState MBean,3548
Cannot import image from a checkpoint. <*> is not set.,3549
Recovering transition read,3550
Initializing edit log,3551
Saving namespace,3552
Updating storage version,3553
"namenodes = https:<*><*>:<*>,https:<*><*>:<*>",3554
"SASL encryption trust check: localHostTrusted = false, remoteHostTrusted = false",3555
"SASL client skipping handshake on trusted connection for addr = /<*>.<*>.<*>.<*>:<*>, datanodeId = datanode_<*>",3556
"Failed to report to name-node., java.io.IOException",3557
<*> doesn’t exist. Aborting tmp segment move to current directory ; journal id: <*>,3558
Unable to move edits file from <*> to <*> ; journal id: <*>,3559
The endTxId of the temporary file is not less than the last committed transaction id. Aborting move to final file <*> ; journal id: <*>,3560
Loading inode directory section,3561
Loaded <*> directories,3562
Path:<*> doesn't exist!,3563
"Start decrypting EDEK for file: <*>, output stream: <*>x<*>a<*>b<*>c<*>d",3564
"Decrypted EDEK for file: <*>, output stream: <*>x<*>a<*>b<*>c<*>d",3565
"write to https:<*><*>:<*>: <*>, blockGroup=block_group_<*>, datanode, Op.BLOCK_GROUP_CHECKSUM, blockGroup",3566
"got reply from https:<*><*>:<*>: blockChecksum=<*>.<*>, blockChecksumType=CRC<*>C, datanode, blockChecksumForDebug, getBlockChecksumType()",3567
Connecting to datanode /<*>.<*>.<*>.<*>:<*>,3568
"Thread.currentThread().getName() was interrupted, exiting",3569
Could not complete <*> retrying...,3570
"Block with id <*>, pool data_pool_<*> does not need to be uncached, because it is not currently in the mappableBlockMap.",3571
"Cancelling caching for block with id <*>, pool data_pool_<*>.",3572
"BlockKey is anchored, and can't be uncached now. Scheduling it for uncaching in <*> minutes",3573
Printing usage instructions.,3574
Outputting results.,3575
Getting user information.,3576
Retrieving block information.,3577
Fetching block IDs.,3578
Processing cache data.,3579
Acquiring cluster ID.,3580
Obtaining block pool ID.,3581
Creating a new instance.,3582
Creating a new <*> instance.,3583
Creating a new iterator for FSTreeWalk.,3584
Accepting the image writer.,3585
Unsupported operation exception.,3586
Failed to get the number of dead decommissioned datanodes,3587
"Unable to perform a zero-copy read from offset <*> of <*>; <*>-bit MappedByteBuffer limit exceeded. blockPos=<*>, curEnd=<*>",3588
Unable to perform a zero-copy read from offset <*> of <*>; <*> bytes left in block. blockPos=<*>; curPos=<*>; curEnd=<*>,3589
Reducing read length from <*> to <*> to avoid going more than one byte past the end of the block. blockPos=<*>; curPos=<*>; curEnd=<*>,3590
Unable to perform a zero-copy read from offset <*> of <*>; BlockReader#getClientMmap returned null.,3591
Failed to process snapshot with ID <*> due to an ignored exception.,3592
StreamerStreams initialized,3593
sendTransferBlock called,3594
InvalidEncryptionKeyException recorded,3595
IOUtils stream closed,3596
"take(): poll() returned null, sleeping for <*> ms",3597
No version file in <*>,3598
Unable to determine the max transaction ID seen by <*>,3599
Unable to inspect storage directory <*>,3600
Checking file <*><*>,3601
Found image file at <*><*> but storage directory is not configured to contain images.,3602
Shutdown has been called <*>,3603
"Shutdown has been called, but periodic scanner not started",3604
"interrupted while waiting for masterThread to terminate, e <*>",3605
"interrupted while waiting for reportCompileThreadPool to terminate, e",3606
Error compiling report. Continuing.,3607
Unexpected IOException by closing FsVolumeReference,3608
Fetched <*> byte block from https:<*>:<*>,3609
<*> will remove the current state of the file system...,3610
Rollback aborted.,3611
"Failed to choose from local rack (location = <*><*>), retry with the rack of the next replica (location = <*><*>)",3612
"Failed to choose from local rack (location = <*><*>); the second replica is not found, retry choosing randomly",3613
Checking if dfsUsage is an instance of CachingGetSpaceUsed,3614
Preconditions check for interval,3615
Invalid <*> in journal request - expected <*> actual <*>,3616
Sending lifeline with storage report details,3617
Loading string table,3618
"Rename of <*> to <*> is not allowed, no eligible destination in the same namespace was found.",3619
Invoking all rename operations.,3620
Invoking sequential rename operations.,3621
Cannot fetch block pool ID metrics Connection refused,3622
NFS REMOVE dir fileHandle: <*>x<*> fileName: file<*> client: <*>.<*>.<*>.<*>,3623
"No opened stream for fileId: FileHandle{fileId=<*>, generation=<*>} commitOffset=<*>. Return success in this case.",3624
Should not get commit return code: COMMIT_UNKNOWN,3625
"Not adding volume scanner for <*><*>, because the block scanner is disabled.",3626
Already have a scanner for volume <*><*>.,3627
Adding scanner for volume <*><*> (StorageID ds-<*>),3628
Going to retain <*> images with txid >= <*>,3629
"BLOCK* chooseExcessRedundancies: (block_<*>, datanode_<*>) is added to invalidated blocks set",3630
Fetched <*>MB block from https:<*>:<*>,3631
"Linked blocks from <*><*><*><*>-<*>.<*>.<*>.<*>-<*><*> to <*><*><*><*>-<*>.<*>.<*>.<*>-<*><*> HardLinkStats{totalLinksAttempted=<*>, totalLinksCreated=<*>, totalLinkFailures=<*>}",3632
Write lock held for longer than threshold. Current thread: Thread<*>. Stack trace: java.lang.Thread.getStackTrace(Thread.java:<*>),3633
Skipping sending lifeline because it is not due.,3634
"Treat this jumbo write as a real random write, no support.",3635
Process perfectOverWrite,3636
"Failed to munmap, java.io.IOException: Operation failed",3637
Memory freed successfully,3638
Skipped a canceled re-encryption task,3639
"Exception when processing re-encryption task for zone zone-<*>, retrying...",3640
Failure processing re-encryption task for zone zone-<*>,3641
Starting upgrade of edits directory: <*> old LV = -<*>; old CTime = <*>.,3642
new LV = -<*>; new CTime = <*>,3643
Unable to delete tmp file,3644
Attempting to delete existing output path,3645
Writing output to file,3646
Reading input file,3647
Processing XML,3648
Cleaning resources,3649
Saving MD<*> file,3650
IllegalStateException: error=false while checking restarting node deadline,3651
Datanode <*> did not restart within <*> ms: datanode<*>:<*>,3652
Heartbeat is enabled but there are no namenodes to monitor,3653
Invalid hostname datanode<*> in hosts file,3654
Starting InMemoryLevelDBAliasMapServer on <*>.<*>.<*>.<*>:<*>,3655
*DIR* NameNode.truncate: src to newLength,3656
Destination <*> directory cannot be created,3657
Calculated checksum for chunk <*> of <*> bytes,3658
Written <*> bytes to output stream,3659
"Name <*> is repeated in the <*> difflist of directory <*>, INodeId=<*>",3660
"Misordered entries in the <*> difflist of directory <*>, INodeId=<*>. The full list is <*>",3661
BlocksStorageMovementAttemptMonitor thread is interrupted.,3662
BlocksStorageMovementAttemptMonitor thread received exception and exiting.,3663
Validating directive putFile pool maxRelativeExpiryTime <*>,3664
Error while connecting to namenode,3665
Request <*> to Standby NameNode <*> remoteAddress: <*>.<*>.<*>.<*>:<*>,3666
"Request getBlocks to Standby NameNode but meet exception, will fallback to normal way",3667
"Request #getBlocks to Standby NameNode but meet exception, will fallback to normal way.",3668
logAuditEvent - <*>,3669
Aborted,3670
Recovery for replica hdfs_block_<*> on data-node datanode<*> is already in progress. Recovery id = <*> is aborted.,3671
"Failed to recover block (block=hdfs_block_<*>, datanode=datanode<*>)",3672
"Recovering block hdfs_block_<*>, length=<*>, safeLength=<*>, syncList=<*>",3673
Cannot initialize <*>+found .,3674
Cannot use <*>+found : a regular file with this name exists.,3675
Directive directive_<*>: the directive expired at <*> (now = <*>),3676
Directive directive_<*>: No inode found at <*>,3677
Directive directive_<*>: Failed to resolve path <*> (File not found),3678
Block pool storage directory for location <*><*> does not exist,3679
Block pool storage directory for location <*><*> is not formatted. Formatting ...,3680
Encountered error getting ec policy for inode path,3681
error closing blockReader,3682
Audit <*> operation=mkdirs src=<*>,3683
"logAuditEvent: success, operationName, src, null, auditStat",3684
Number of suppressed write-lock reports: <*>,3685
logged event for top service: allowed=true\tugi=hdfs\tip=<*>.<*>.<*>.<*>\tcmd=mkdirs\tsrc=<*>\tdst=<*>\tperm=rwxr-xr-x,3686
"Number of transactions: <*> Total time for transactions(ms): <*> Number of transactions batched in Syncs: <*> Number of syncs: <*> SyncTimes(ms): <*>,<*>,<*>,<*>,<*>,<*>,<*>,<*>,<*>,<*>",3687
adding node datanode<*>.example.com,3688
Get InputStream by cache address.,3689
"Successfully uncached one replica:replica_id from persistent memory, <*>",3690
Failed to delete the mapped File: <*>!,3691
Processing request from client at <*>.<*>.<*>.<*>,3692
this: purged replica from the cache. Removed from the replicaInfoMap. Removed from evictionMapName,3693
Connecting to datanode,3694
"DataNode$DataTransfer, at datanode<*>: Transmitted blk_<*> (numBytes=<*>) to datanode<*>",3695
DataNode$DataTransfer: close-ack=true,3696
DataNodebpReg:Failed to transfer blk_<*> to datanode<*> got,3697
Failed to transfer block blk_<*>,3698
Storage directory is in use.,3699
"Found nn: namenode<*>, ipc: namenode<*>:<*>",3700
"Could not determine valid IPC address for other NameNode (namenode<*>) , got: <*>.<*>.<*>.<*>/<*>.<*>.<*>.<*>:<*>",3701
BlockPoolServiceSet: scheduling an incremental block report to namenode<*>:<*>.,3702
"Cannot find namenode id for local filesystem, nameserviceId",3703
Recover RBW replica,3704
"At datanode-<*>, Recovering replica.rbw",3705
"removeCachePool failed: data_pool_<*>, java.io.IOException: Operation failed",3706
removeCachePool successful: data_pool_<*>.,3707
Failed to cache block_<*>: could not reserve <*> more bytes in the cache: <*> exceeded when try to reserve <*> bytes.,3708
