EventId,EventTemplate,Occurrences
fc9b1538,"The root directory is not available, using <*>",1
d74e955d,RPC operation check executed,1
61a9b5f2,<*> read lock,2
be47e907,Error compiling report. Continuing.,1
e5cdefb2,Loading <*>,2
d3753711,NFS READDIRPLUS fileHandle: <*> cookie: <*> dirCount: <*> maxCount: <*> client: <*>,1
e445fede,"getSubdirEntries(<*>, <*>): no entries found in <*>",1
42106e74,Updating lastWriterEpoch from ...,1
e2cafeb8,<*>: failed to load block iterator: + e.getMessage(),1
5559f04c,newInfo = <*>,1
50dd7090,namenodes = <*>,1
31850479,<*>: failed to load block iterator.,1
49596dde,"Perfect overwrite has same content, updating the mtime, then return success",1
46e41ca2,"Got user: <*>, remoteIp: <*>, path: <*>",1
03714a3e,"hsync failed when processing possible perfect overwrite, path=<*> error: <*>, path, e.toString()",1
b4e39370,Finalizing upgrade for journal + storage.getRoot() + . + (storage.getLayoutVersion() == 0 ? : \n cur LV = + storage.getLayoutVersion() + ; cur CTime = + storage.getCTime()),1
09af5ece,"DFSConfigKeys.DFS_DATANODE_FILEIO_PROFILING_SAMPLING_PERCENTAGE_KEY + "" value cannot be more than 100. Setting value to 100""",1
0ca992a9,The file <*> is not under construction but has lease.,1
ac990780,Default name service is not set.,1
427551f9,Last queued seqno retrieved,1
259d70ad,demoteOldEvictable: demoting <*>: <*>: <*>,1
ab81b819,Replica is finalized!,1
fab68845,"Got overwrite [<*>-<*>) smaller than current offset <*>, drop the request",1
55b85de6,Executing <*>,2
7f965559,Got stream error during data sync,1
7fdad4ef,Loading section <*> length: <*>,3
c289c7a5,Datanode is not chosen since,1
00bff21b,"DFSClient flush(): bytesCurBlock=<*>, lastFlushOffset=<*>, createNewBlock=<*>",1
f511e586,Will take over writing edit logs at txnid ...,1
87ed9ab6,modifyCachePool of <*> successful; no changes.,1
16275bb1,Starting upgrade of edits directory,1
262d3c2e,Error in setting outputbuffer capacity,1
89ce77a3,New BlockReaderLocalLegacy for file <*> of size <*> startOffset <*> length <*> short circuit checksum <*>,1
43e4af48,Use the new authorization provider API,1
89cefd1c,IOException occurred for block <*>!,1
537e2090,Block <*>: we only have <*> of <*> cached replicas. + <*> DataNodes have insufficient cache capacity.,1
1639bdfd,"All opened streams are busy, can't remove any from cache.",1
ac574171,*DIR* NameNode.unsetStoragePolicy for path: <*>,1
3d9bb66c,Unknown DatanodeCommand action: ...,1
c06c3318,<*>: closing stale domain peer <*>,1
d3d2fe4d,<*>: created new block iterator for <*>.,1
fbb6c6a6,Server using encryption algorithm + dnConf.getEncryptionAlgorithm(),1
b54424d8,"No policy name is specified, set the default policy name instead",1
aca08eab,Got <*> at position + inputStream.getPosition(),2
18586a46,Disk Balancer - Plan was generated more than <*> ago,1
98403c31,Unknown block status code reported by <*>: <*>,1
60b4d72e,Connected to InMemoryAliasMap at <*>,1
aed360ab,Failover failed: <*>,1
9ea2a6a8,Scanned <*> inodes.,1
593bb914,Setting total cache pools,1
b582c33d,Start file <*> <*> key,2
b9a21280,"Not a symlink, fileId: <*>",1
152088df,DatanodeCommand action : DNA_REGISTER from + actor.nnAddr + with + actor.state + state,1
d6185ae3,"this + : mmap error, e",1
2411fa6e,Sum: + sum Bucket: updateTime: timeStr (bucketTime) isStale stale at time,1
6e98f748,"Could not determine valid IPC address for other NameNode (+info.getNameNodeID()+) , got: +address",1
45ce9be5,"Expected tag end event for <*>, but got: <*>",1
c9a4e812,Time to add replicas to map for block pool on volume : ms,1
d7765470,Cache directive <*>,2
4f862270,current list of storage dirs:<*>,1
bb91efbd,Encountered error getting ec policy for inode path,1
c56060e9,Returned Servlet info <*>,1
d07328e6,Unable to rename checkpoint in directory,1
9a7214ea,"Could not get block locations. Source file \"" + src + \"" - Aborting... + this",1
0fe4ecf5,Moving aside edit log file that seems to have zero transactions elf,1
ebbb6960,Download of Edit Log file for Syncing failed. Deleting temp file: <*>,1
c459776b,New generation stamp and access token set,1
3bd5e343,Going to retain <*> images with txid >= <*>,1
7c15a0c8,"<*>: disabling scanning on block pool <*>, this, bpid",1
17aa60eb,Volume removed successfully.,1
e3736ddc,Node Resolution failed. Please make sure that rack awareness scripts are functional.,1
f05ce228,Unable to move edits file from <*> to <*> ; journal id: <*>,1
fedb0e36,Removing pending reconstruction for <*>,1
085fb33f,New namespace image has been created,1
188ae1ae,<*>: trying to create a remote block reader from the UNIX domain socket at <*>,1
0a2ad081,Cannot heartbeat router <*>: State Store unavailable,1
04c8aa6c,Datanode <*> is not a valid cache location for block <*> because that node does not have a backing replica!,1
5597fa9f,"BP offer service run start time: <*>, sendHeartbeat: <*>",1
9cd2e1b1,Refresh request received for nameservices: ...,1
964c6704,<*>: suspect block <*> is already queued for rescanning.,1
363e8ab6,"Local namespace for <*> is <*>, clientAddr, localSubcluster",1
f432f649,Interrupted while waiting for <*> to terminate,2
a0c217f9,"syncBlock for block <*>, all datanodes don't have the block or their replicas have 0 length. The block can be deleted.",1
a5c82629,rpcServer.checkOperation called,1
a80fb04e,Only one image storage directory (DFS_NAMENODE_NAME_DIR_KEY) configured. Beware of data loss due to lack of redundant storage directories!,1
3bdd96e8,Retrieval of results initiated,1
b7643aaf,Found corruption while reading + file + . Error repairing corrupt blocks. Bad blocks remain.,1
02c2a256,Interrupted. Stopping the WebImageViewer.,1
739c564a,<*> writing header: <*>,2
6207fa3a,Failed to register State Store bean <*>,1
7fd40c7d,"load(<*>, <*>): loaded iterator <*> from <*>: <*>, storageID, bpid, name, file.getAbsoluteFile(), WRITER.writeValueAsString(state)",1
83424d74,couldn't find any VERSION file containing valid ClusterId,1
7c03e563,"Cached location of block <*> as <*>, blk, pathinfo",1
b9325fab,replaying edit log: <*> transactions completed. <*>,2
bbc25b0f,The maximum iteration time ( + maxIterationTime / 1000 + seconds) has been reached. Stopping + this,1
0b7b808f,Received non-NN/JN request for edits from <*>,1
9d40e14b,Inactive with pending write,1
4011ac47,saveInodes and Snapshots completed,1
b99b5dab,Got host: <*> path: <*> →,1
7d28c444,File is not a regular file,1
a8ace7dc,BLOCK* prepareFileForTruncate: <*> Scheduling in-place block truncate to new size <*>,1
a254d4da,"BlockRecoveryWorker: block=<*> (length=<*>), isTruncateRecovery=<*>, syncList=<*>",1
4ccea502,I/O error constructing remote block reader.,1
0594f256,"save(<*>, <*>): saved <*>",1
fe8a63d8,Checking block access token for block '<*>' with mode '<*>',1
6c94019f,Connection failure: Failed to connect to <*> for file <*> for block <*>,1
d54e9cc0,<*> ShortCircuitRegistry is not enabled.,2
184cdf7d,Operation: + cmd + Status: + succeeded + TokenId: + tokenId,1
a0da6268,Failed to get the number of <*> decommissioned datanodes,2
872b1a5d,Processing <*> Command.,2
72a10bed,Unable to download file ...,1
4f7e4113,Recover failed close b,1
f2924fbf,"NameNode is on an older version, request file info with additional RPC call for file: <*>",1
ccc3cfa1,Clearing encryption key,1
d8fee2db,storageTypes=<*>,1
d2f4cf57,"Block <*> numExpected=<*>, numLive=<*>",1
bed09831,encountered an exception,1
5b5c13fe,Returning JSON response with location for file checksum,1
cb80d49e,DIR* FSDirectory.renameTo: <*> to <*>,2
9fbdc880,Cannot find namenode id for local <*>,1
9d988c0a,<*>: failed to load <*>,1
7fdd93e8,Skips encoding and writing parity cells as there are no healthy parity data streamers: streamers,1
9a70fb4e,<*> return byte<*>,2
91c995e9,"Invalid READDIR request, with negative cookie: <*>",1
05122b0f,renaming <*> to <*>,1
c5b54d0b,start process datanode/external error,1
9572d357,Failed to replace datanode. Continue with the remaining datanodes since BEST_EFFORT_KEY is set to true.,1
a990db23,Skipping next heartbeat scan due to excessive pause,1
331c1d07,"Misordered entries in the 'deleted' difflist of directory 'dirFullPath', INodeId=dir.getId(). The full list is 'deletedArray'",1
b8e1a72d,Recovering Transition Read,1
1fcfd09f,Loaded token cache in <*> milliseconds,1
4331f71e,Refresh user to groups mapping <*> for address,2
4c215fee,Evicting block ...,1
19b73392,Leaving safe mode due to forceExit. This will cause a data loss of <*> byte(s).,1
c94b2884,"Loaded <*> with onDiskVersion= + onDiskVersion + , layoutVersion= + layoutVersion + .",1
15970c1e,"Error processing datanode Command, ioe",1
d5c9db9f,"Invocation returned exception on <*>, proxyInfo, ex",1
5e1253fc,"Caught ExecutionException while waiting all streamer flush,",1
73d58069,Fallback to the old authorization provider API because the expected method is not found.,1
61bcc625,"Fix Quota src=<*> dst=<*> oldQuota=<*>/<*> newQuota=<*>/<*>, location.getSrc(), location, remoteQuota.getQuota(), remoteQuota.getSpaceQuota(), gQuota.getQuota(), gQuota.getSpaceQuota()",1
dff84dc2,Write lock <*>,3
5de9ca67,Loading inode references,1
81a084d3,<*>: loaded block iterator for <*>.,1
a4d84a9a,Thread <*>,2
207588fa,saveNameSystemSection completed,1
74b845fd,A packet was last sent <*>ms ago. Maximum idle time: <*>ms.,1
fb3f9e32,saveErasureCodingSection completed,1
6c0c3785,"Node <*> is dead while in <*>. Cannot be safely decommissioned or be in maintenance since there is risk of reduced data durability or data loss. Either restart the failed node or force decommissioning or maintenance by removing, calling refreshNodes, then re-adding to the excludes or host config files.",1
80760236,Sending client SASL negotiation,1
205bcd56,"Skipped checking all volumes, time since last check <*> is less than the minimum gap between checks (<*> ms), gap, minDiskCheckGapMs",1
bbcaeb0c,WRITE_RPC_END + xid,1
87183265,"getAdditionalDatanode: src= + src + , fileId= + fileId + , blk= + blk + , existings= + Arrays.asList(existings) + , excludes= + Arrays.asList(excludes) + , numAdditionalNodes= + numAdditionalNodes + , clientName= + clientName",1
f521ca5f,Cannot write <*>,1
af05bd2b,Total target DataNodes in this iteration: <*>,1
07d519e1,Fast-forwarding stream...,1
5b585834,getEditLogManifest,1
835cf59f,Caught exception while adding replicas from + volume + in subtask. Will throw later.,1
f0defd97,"Handshake secret is null, sending without handshake secret.",1
e7f3a097,HTTP Server started,1
580e502c,Could not obtain block: <*><*>. Throwing a BlockMissingException,1
abac739b,DFSStripedOutputStream does not support hsync <*>. Caller should check StreamCapabilities before calling.,1
35b005f4,Failed to get access time of block <*>,1
cfdd38f0,Failed to move <*> file from + <*> + to + <*> e,2
722508e8,Chosen node: ...,1
186babf3,Superuser privileges verified,1
725cd13c,Failed to list directory ... Ignore the directory and continue.,1
82d7d602,storage.getJournalManager().doRollback called,1
66318381,"<*>: error saving <*>., this, iter, e",1
d7f36db5,"Unable to cleanup tmp dir: <*>, <*>",1
dfb5e490,Write lock info after unlocking: ... <*>,1
d31e1a79,"getBlocks( + getDatanodeInfo() + , + StringUtils.TraditionalBinaryPrefix.long2String(size, B, 2) + ) returns + newBlksLocs.getBlocks().length + blocks.",1
0b3838c3,OK response built with JSON location,1
b096ec90,Unable to stop HTTP server for ...,1
49375742,getUGI is returning: + ugi.getShortUserName(),1
d62a8c53,"Failed to choose remote rack (location = ~ + localMachine.getNetworkLocation() + ), fallback to local rack",1
f91721ab,"Audit log for operation: listEncryptionZones, success: true",1
966426b4,Excluded nodes: <*>,2
68d79df2,checkAccess operation <*>,2
d1f5566b,"Retrieval of slow peer report is disabled. To enable it, please enable config <*>.",1
df0cb3bf,Falling back to getSnapshotDiffReport <*>,1
f14516f6,Block files moved to rbw directory,1
070a56f6,<*><*>,1
faa43b12,Caught interrupted exception,1
a3258acf,Problem connecting to server: nnAddr,1
ec3b8749,Log start rolling upgrade,1
54873ab2,Please specify the path for setting the storage policy.,1
481c4812,Continuing,1
558223b6,Fsck: can't copy the remains of <*> to <*> because <*> already exists.,1
1e40f3ed,Adding scanner for volume <*> (StorageID <*>),1
f69d454f,Overwriting existing file ...,1
f24e10ce,"Start dump. Before dump, nonSequentialWriteInMemory == <*>",1
f7780836,Block pool storage directory for location ... does not exist,1
b157654a,"logAuditEvent(true, ""createSymlink"", link, target, auditStat)",1
44aa49bd,Successfully added volume: <*>,1
0415496c,Cannot open <*> stream for <*>,2
2300a561,this activateDelay <*> seconds,1
49c7c726,"allocate(arrayLength): count=count, return byte<*>",1
1df683e0,Starting HTTP server,1
6837ebf2,NameNode low on available disk space. Already in safe mode.,1
3a0a56a7,Probing NN at service address: <*>,1
786ddc6e,Edit logging is async: true/false,1
7900f716,"<*> instantiation failed., className, e",1
e36fd3a4,Redirecting <*> URI,2
9947382c,BLOCK* markBlockReplicasAsCorrupt: mark block replica <*> on <*> as corrupt because the dn is not in the new committed storage list.,1
835936b7,Successfully read replica from cache file : path,1
df3f6c53,Configuration set,1
cfedc050,Resolved path is <*>,1
ca22ee6b,"*BLOCK* NameNode.processIncrementalBlockReport: from <*> receiving: <*>, received: <*>, deleted: <*>",1
77257ff4,"this + "": the DfsClientShmManager is closed.""",1
69696daf,"SASL <*> skipping handshake in secured configuration with no SASL protection configured for <*> = <*>, datanodeId = <*>",2
37cb908c,Completed loading all INodeDirectory sub-sections,1
d0dd4136,"*DIR* NameNode.setStoragePolicy for path: <*>, policyName: <*>",1
8d9bc0f6,"SASL encryption trust check: localHostTrusted = <*>, remoteHostTrusted = <*>",1
8090647d,<*> exception cannot be retried,1
4b761fe5,Failed to mkdirs + targetDir,1
b40da57f,About to load edits,1
3019fd08,Roll Edit Log from <*>,1
a5dbfc51,Latest log has no transactions. moving it aside and looking for previous log ; journal id:,1
de21147d,Get corrupt file blocks returned error: <*>,1
299dfe86,Added erasure coding policy,1
d275b777,Re-encryption using key version,1
bc2b09b0,Begin <*>,4
79386fb7,range.getMin()=<*> nextOffset=<*>,1
2497d0be,Metrics logging will not be async since the logger is not log4j,1
5ac04e05,Creating NameNode connector,1
b9dd4ae9,set atime: <*> mtime: <*>,1
5a0e3f38,Using failoverProxy to service <*>,1
35b2d292,Exporting access keys,1
bb1095e8,"*BLOCK* NameNode.blockReport: from <*>, reports.length=<*>",1
c0ed1dc4,Fsck: ignoring open file + path,1
83599119,set new mode: <*>,1
16ca2466,Cannot find BPOfferService for reporting block received + for bpid=<*>,1
d29f83e6,"SPS processing Q -> maximum capacity:<*>, current size:<*>, remaining size:<*>",1
25f6cef4,Checkpoint finished successfully.,1
ca6512c7,"BLOCK* <*> Re-scanned block <*>, result is <*>",2
9f3deeb9,Deactivation request received for <*> volume: <*>,2
545ba559,Unexpectedly <*> <*> on <*>.,2
7cd3fc3b,data: <*>,1
27944e91,Renaming oldmeta to newmeta,1
9a327f7b,Block: + blockId + found in invalid directory. Expected directory: + expectedBlockDir + . Actual directory: + actualBlockDir,1
31070120,Waited <*> ms <*> ms) for a response for <*>,2
960a3ad9,Quota verified for truncate,1
51273d2a,No node available for <*>,1
0d62a6de,Failed to get number of <*> in maintenance nodes,2
5d07028c,Evict stream ctx: + pairs.getValue(),1
57f01812,"Exception from remote name node + currentNN + , try next.",1
d0fded63,Added new volume: volume.getStorageID(),1
6ba64176,"closing file $<*>, but there are still unreleased ByteBuffers allocated by read(). Please release $<*>.",1
a175a3f6,I/O error while finding block <*> on volume <*>,1
416667c4,Encountered exception setting Rollback Image,1
40ecaf54,Initializing Generic Keys,1
96296fda,"SkipList is enabled with skipInterval= + skipInterval + , maxLevels= + maxLevels",1
7b9ff00e,"Name checkpoint time is newer than edits, not loading edits.",1
c8e22e8c,Unable to get HomeDirectory from original File System,1
bbf59a01,requested offset=<*> and current <*>,2
576fbcc0,Closing old block <*>,1
9c135836,<*>: createNewShm: created <*>,1
a2a1cc72,BLOCK NameSystem.addToCorruptReplicasMap: <*> added as corrupt on <*> by <*>,1
cdc94988,Got access token error in response to OP_BLOCK_CHECKSUM,1
0bd22127,Removed block <*> from PENDING_CACHED list.,1
f7c75a08,Saving a subsection for <*>,1
cff5dc72,Not all router admins updated their cache,1
96db9577,report bad block <*> failed,1
4afd6621,removing node <*>,1
69747f57,Merging failed X times.,1
44d7ad35,nextTcpPeer: created newConnectedPeer <*>,1
ed04a52e,Failed to preserve last modified date from '<*>' to '<*>',1
3fb8d026,allocate(arrayLength): count=count,1
e7b6d483,"Skipping sending lifeline for + BPServiceActor.this + , because it is not due.",1
d7f06655,All specified directories have failed to load.,1
42c08a2b,timed poll(): timed out,1
72cbec29,Cannot access the Router RPC server,1
65d43984,Log segment <*>,2
80024904,Operation category WRITE checked,1
5cc359c8,Resetting bytesOnDisk to match blockDataLength (=<*>) for replica <*>,1
91c4fb16,Starting IBR Task Handler.,1
8352e0cd,Cannot find FsVolumeSpi to report bad block: <*>,1
1f25782e,Added export: exportPath FileSystem URI: exportPath with namenodeId: namenodeId,1
b39145a4,Acknowledging ACTIVE Namenode actor,1
47d5081e,Starting <*> of <*> <*> with <*> blocks,2
2793bc5b,Scanning block pool <*> on volume <*>...,1
50c11e9f,hostsFilePath + has legacy JSON format. + REFER_TO_DOC_MSG,1
a314ebd7,FS:<*> adding export Path:<*> with URI: <*>,1
6733181d,initializing replication queues,1
948b309f,Scanner volume report: <*>,1
f49fd396,Operation check performed,1
b2ecabe1,BR lease 0x<*> is not valid for DN <*>. Expected BR lease 0x<*>.,1
9b63d57c,NFS NULL,1
9d23fbda,Unable to start log segment + segmentTxId: too few journals successfully started.,1
6ccff17b,Purging logs older than + minTxIdToKeep,1
9a897107,Null channel should only happen in tests. Do nothing.,1
caa2c373,Initial report of block <*> on <*> size <*> replicaState = <*>,1
3100343a,The client stateId: <*> is greater than the server stateId: <*>,1
b346c637,<*> reusing existing peer <*>,2
f1c5246f,Image has not changed. Will not download image.,1
350b25ef,Skip to add dead node <*> to check since the node is already in the probe queue.,1
b2b767a4,"Proxy for + uri + failed. cause: , cause",1
57589dac,Interrupted during wait interval,1
c9e65c95,gc window of metric: <*> userName: <*>,1
839b34f1,Invalid file name. Skipping <*>,1
0d3d3c03,Failed to find inode <*> in getNumUnderConstructionBlocks().,1
480a2064,Proceeding with interaction since the request doesn't access WebHDFS API,1
e5a5e6f0,StorageLocation <*> detected as failed.,1
da5955e8,Successfully started new epoch <*>,1
b5401cde,Got a command from standby NN <*> - ignoring command: <*>,1
83e7e881,System.out.println(response),1
44500872,Directory created,1
dede275d,<*> <*>,1
42a8601c,Reserved storage <*> reported as non-provided from <*>,1
bda6b342,Moved <*> to <*>,1
e8bd7f18,Attempting to open state store driver.,1
b978dc55,SIMULATING A CORRUPT BYTE IN IMAGE TRANSFER!,1
c92a9e58,URI redirection initiated,1
a763a8c4,"FS:fsScheme, Namenode ID collision for path:exportPath nnid:namenodeId uri being added:exportURI existing uri:value",1
fddd6d7b,Got error reading edit log input stream...,1
f1f6ba89,Balance succeed!,1
b6573d6b,<*>: thread starting.,1
fb6c5c73,"DFS chooseDataNode: got #<*> IOException, will wait for <*> msec.",1
3b82bf0b,"Wrote VERSION in the new storage, <*>",1
05448a4d,Unable to rename edits file from + tmpFile + to + finalizedFile,1
c0137d4d,modifyDirective of <*> successfully applied <*>.,1
56fb73c9,Error encountered requiring NN shutdown. Shutting down immediately.,1
50d246aa,Generating block reports,1
955626ad,Listening on UNIX domain socket: <*>,1
3f5b5b2a,Failed to compute snapshot diff on ...,1
30f87216,"set bytesPerCRC=<*>, crcPerBlock=<*>",1
eb6b0be9,Successfully scanned <*> on <*>,1
9a7d9254,Unable to delete cancelled checkpoint in <*>,1
9b1f3dc2,Jvm metrics set,1
200dd92d,modifyCachePool of <*> successful; set default replication to <*>,1
61fa7021,Is namenode in safemode? true; uri= + uri,1
dd0f2952,Failed to move block:<*> from src:<*> to destin:<*> to satisfy storageType:<*>,1
134f1ea8,Sender: Block replaced,1
d5bf00c5,DIR* NameSystem.appendFile: file <*> for <*> at <*> block <*> block size <*>,1
f1d3e5e5,Exception occurred while modifying cache pool,1
b27bcbd7,checkDiskErrorAsync: no volume failures detected,1
c5204114,"<*> is shutting down, this, re",1
b38c6929,Checkpoint done. New Image Size: ...,1
43f29dab,"First Volume : %s, DataDensity : %f, Last Volume : %s, DataDensity : %f",1
28be402e,"<*> is anchored, and can't be uncached now. Scheduling it for uncaching in <*>",1
acdfb66d,Disk Volume set <*> - Type : <*> plan completed.,1
27ea68f8,Cache report from datanode <*> has block <*>,1
756c92b6,Deleting temporary files: + files,1
79f0f37d,Re-encryption was canceled.,1
aacf2be2,Heartbeat is enabled but there are no namenodes to monitor,1
a2e9e880,Unexpected meta-file version for <*>: version in file is <*> but expected version is <*>,1
bd67ac53,Doing checkpoint. Last applied: <*>,1
c218fd5d,Failed to get snapshottable directories. Ignore and continue.,1
d62719d2,No missing internal block. Skip reconstruction for task:<*>,1
aad68b0b,"get commit while still writing to the requested offset, + with empty queue",1
1eb3b000,Can perform rollback for shared edit log.,1
b2bcc8d5,Allocating new block group. The previous block group: <*>,1
5b1854b8,BackupNode namespace frozen.,1
a15f01fb,The next sequential write has not arrived yet,1
631bbd95,The storage policy of <*>: <*>,1
bfac2630,Select counter statement: <*>,1
26eba033,"Interrupted Exception while waiting to join sps thread, ignoring it",1
c14e26cb,Checking superuser privilege,2
c5950366,Checkpoint completed in <*> seconds. New Image Size: <*>,1
10d9fedc,Configuration key <*> is deprecated! Ignoring... Instead please specify a value for <*>,1
8a08c061,DFS Read,1
ee54d0e7,Reading fully from block input stream,1
709ac4d6,Cannot sync as there is no other JN available for sync.,1
b025fb2b,NameNode low on available disk space. Entering safe mode.,1
7ce44cca,isValidRequestor is comparing to valid requestor: ...,1
40c15317,Remove erasure coding policy + name,1
35b3ab6f,RPC ids logged with op,1
f58de7ba,Downloaded file <*> size <*> bytes.,1
82498a29,Loaded image for txid + txId + from + curFile,1
3860a3e9,Cannot create a new connection,1
0330a88f,Path <*> is not a prefix of the path <*>,1
52ddfe35,Checkpoint renamed from IMAGE_ROLLBACK to IMAGE,1
cbf56c1a,The value for '-node' is neither specified or empty.,1
6adad6d8,resolveDuplicateReplicas decide to keep + replicaToKeep + . Will try to delete + replicaToDelete,1
e1e52f35,Disk error on + dnName + : + msg,1
e3de87be,InMemoryAliasMap location <*> is missing. Creating it.,1
00ad86fc,SkipList is disabled,1
171bb3c2,Using longest log: + bestEntry,1
f6bb90f0,Queueing reported block <*> in state <*> from datanode <*> for later processing because <*>.,1
3009c495,Block <*>: removing from PENDING_CACHED for node <*> because it cannot fit in remaining cache size <*>.,1
53d10c79,"Registered FSNamesystemState, ReplicatedBlocksState and ECBlockGroupsState MBeans.",1
e6903f95,The connection creator was interrupted,1
fdcd32c9,Read data interrupted.,1
77323800,"After resync, the position, <*> is not greater than the previous position <*>. Skipping remainder of this log.",1
8dc51ee9,"After resync, position is ...",1
7132bb30,Set total to size of currentTokens,1
1f47b668,Not root inode with id <*> having no parent.,1
fc2bce7c,Node <*> is dead and there are no low redundancy blocks or blocks pending reconstruction. Safe to decommission or put in maintenance.,1
a989c3df,Get connection for...,1
065ff936,Enabling OAuth2 in WebHDFS,1
fca270f0,Audit event failure: AccessControlException for operation: setErasureCodingPolicy on srcArg,1
02205e7d,parameters = <*>,1
f09f396c,Reprocessing replication and invalidation queues,1
538e65b5,storage.refreshStorage called,1
b0de6562,Override State Store record <*>: <*>,1
5ea6f23f,<*> blocks are now pending replication,1
e93c4fcc,"getRole() + "" RPC up at: "" + getNameNodeAddress()",1
42b2a54b,Image Transfer timeout configured to + timeout + milliseconds,1
5d1c299d,"Found null currentLocatedBlock. pos=<*>, blockEnd=<*>, fileLength=<*>",1
9e5b3f7a,"Inode <*> EZ key changed, skipping re-encryption.",1
bcefe205,Setting up <*> <*>,2
09c38da1,<*> is not a directory,1
6314f408,"Unable to purge old storage + nnf.getName(), e",1
e4864e24,Message placeholder,1
0d2896b5,"Last block length <*> is less than reportedLastBlockSize <*>, length - sumBlockLengths, reportedLastBlockSize",1
a8a61661,NFS READDIRPLUS fileHandle: <*> cookie: <*> dirCount: <*> + maxCount: <*> client: <*>,1
8fb04cb7,BLOCK* ask <*> to replicate <*> to <*>,1
27ca4c3f,closed <*><*> this suffix,1
a994425c,"Cannot find inode <*>, skip saving xattr for re-encryption",1
23fa2bcd,Downloaded file + <*> + size + <*> + bytes.,3
f5875fc4,Volume <*> has less than 0 available space,1
9b5bda29,Unable to clear quota at the destinations for <*>: <*>,1
5c18e506,Finished sorting inodes,1
54aa3246,$<*>,1
dbdbf4f9,Balancer concurrent dispatcher threads = <*>,1
357b1eb6,Audit Event: removeAcl success,1
516bae8f,Created ugi: <*> for username: <*>,1
ad45d0e8,Edited log entry,1
250a2f5e,Failed to renew lease for clientName for (elapsed / 1000) seconds (>= hard-limit = (dfsClientConf.getleaseHardLimitPeriod() / 1000) seconds.) Closing all files being written ...,1
24bef0d5,passing over + elf + because it is in progress + and we are ignoring in-progress logs.,1
1eefd61b,JMX URL: <*>,1
84ad6fe4,BLOCK NameSystem.addToCorruptReplicasMap: duplicate requested for <*> to add as corrupt on <*> by <*>,1
7bc6e17d,"Recovering block "" + block + "", length="" + block.getNumBytes() + "", safeLength="" + safeLength + "", syncList="" + syncBlocks",1
319601a2,Applying default permissions,1
0ff3856b,Super post response created for <*>,3
56f5310c,"Trim write request by delta: "" + delta + "" "" + toString()",1
2e06e2bf,"Processing batched re-encryption for zone <*>, batch size <*>, start:<*>, zoneNodeId, batch.size(), batch.getFirstFilePath()",1
379a98a5,DataNode ... are congested. Backing off for ... ms,1
61c87ece,Completing previous <*> for storage directory <*>,4
db5e04bd,Logs rolled while catching up to current segment,1
2d18f0e8,"getSubdirEntries(<*>, <*>): listed <*> entries in <*>",1
d1ced930,trying to read block from datanode,1
c27217c8,Setting max error to <*>,1
4f02c48e,"Processing returned re-encryption task for zone <*>(<*>,), batch size <*>, start:<*>",1
ecf4cc0b,Rolling edit logs,1
893c0135,"Pending edits to IPCLoggerChannel.this is going to exceed limit size: queueSizeLimitBytes, current queued edits size: queuedEditsSizeBytes, will silently drop size bytes of edits!",1
fe6b29d5,Caught exception <*> <*> <*> Will throw later.,2
adad534a,persistBlocks: <*> with <*> blocks is persisted to the file system,1
cca140c3,could not get ... due to InvalidToken exception.,1
9cb566d9,Pause monitor started,1
b6f694d1,"<*> : configured=<*>, counted=<*>, effected=<*>, DFSConfigKeys.DFS_BLOCK_INVALIDATE_LIMIT_KEY, configuredBlockInvalidateLimit, countedBlockInvalidateLimit, this.blockInvalidateLimit",1
12fbb5d4,Should not get commit return code: + ret.name(),1
0aa81343,Fail to find inode + id + when saving the leases.,1
ed43566e,"Retrieval of slow peer <*> <*> <*> <*> is disabled. To enable it, please enable config <*>.",2
257b6f32,Cannot invoke <*> for <*> in <*>: <*>,1
ba9fede7,<*> Web address: <*>,1
6cd64271,Node <*> has <*> blocks yet to process,1
f6f86b76,Processing previouly queued message,1
de2fd80b,"block=<*>, getBytesPerCRC=<*>, crcPerBlock=<*>, compositeCrc=<*>",1
e708cfbe,Waiting until the NameNode rolls its edit logs in order to freeze the BackupNode namespace.,1
13b58eb2,OP_ADD: ... numblocks: ....,1
85401c8d,"Adding slow peer report is disabled. To enable it, please enable config <*>.",1
18beb174,Formatting storage directory,1
dd10e360,Failed to load image file.,1
e63a9b6c,Active JournalAndStream detected,1
76984fcf,Decommissioning complete for node <*>,1
5ade61b8,transitionToObserver: incorrect number of arguments,1
91b5f0da,"visiting <*> with outstandingMmapCount=<*>, replicas=<*>, failedLoads=<*>, evictable=<*>, evictableMmapped=<*>",1
c7c9f99d,"Storage policy satisfier service is running outside namenode, ignoring",1
1eb35bd1,Choose redundant EC replicas to delete from blk_<*> which is located in <*>,1
2936e710,Sent total: <*> bytes. Size of last segment intended to send: <*> bytes.,1
ba6fca49,BLOCK* getAdditionalBlock: <*> inodeId <*> for <*>,1
7731d14c,"Will fetch a new encryption key and retry, encryption key was invalid when connecting to dnInfo.addr : e",1
a97dfc85,<*> has already shut down.,2
6a7128c0,"Received an RBW replica for <*> on <*>: ignoring it, since it is complete with the same genstamp",1
af21638b,Removed connection <*> used <*> seconds ago. Pool has <*>/<*> connections,1
b9f0cc44,"<*> of + <*> + failed: , e",3
3038cadb,short-circuit read access is disabled for DataNode <*>. reason: <*>,1
