LineId,Level,Content,EventId,EventTemplate,ParameterList,BlockId
57,[INFO],Log segment finalized,fcd8414e,Log segment finalized,[],6000f212_1
58,[WARN],writeTransactionIdToStorage failed on /path/to/editlog,e17c259c,writeTransactionIdToStorage failed on <*>,['/path/to/editlog'],6000f212_1
59,[ERROR],Error reported on storage directory /path/to/storage,be0ef6b4,Error reported on storage directory <*>,['/path/to/storage'],6000f212_1
60,[WARN],About to remove corresponding storage: /path/to/storage,d2fc984b,About to remove corresponding storage: <*>,['/path/to/storage'],6000f212_1
61,[INFO],Storage version updated,f0616da0,Storage version updated,[],6000f212_1
62,[INFO],Checkpoint renamed from IMAGE_ROLLBACK to IMAGE,52ddfe35,Checkpoint renamed from IMAGE_ROLLBACK to IMAGE,[],6000f212_1
63,[INFO],Write lock released,d5da4be9,Write lock released,[],6000f212_1
64,[INFO],Log sync completed for non-HA setup logAuditEvent,37fed805,Log sync completed for non-HA setup logAuditEvent,[],6000f212_1
65,[ERROR],"An error occurred while reflecting the event in top service, event:",b1f28c78,"An error occurred while reflecting the event in top service, event:",[],6000f212_1
66,[INFO],Number of suppressed write-lock reports: 99 Longest write-lock held at 10:00:00 for 1000ms via java.lang.StackTraceElement Total suppressed write-lock held time: 99000,9cea52cd,Number of suppressed write-lock reports: <*> Longest write-lock held at <*>:<*>:<*> for <*>ms via java.lang.StackTraceElement Total suppressed write-lock held time: <*>,"['99', '10', '00:00', '1000', '99000']",6000f212_1
67,[WARN],"Error during write properties to the VERSION file to /path/to/version, sd, e",60860c96,"Error during write properties to the VERSION file to <*>, sd, e",['/path/to/version'],6000f212_1
68,[ERROR],Error reported on storage directory /path/to/storage2,be0ef6b4,Error reported on storage directory <*>,['/path/to/storage2'],6000f212_1
69,[WARN],About to remove corresponding storage: /path/to/storage2,d2fc984b,About to remove corresponding storage: <*>,['/path/to/storage2'],6000f212_1
1,[TRACE]," No need to dump with status(replied,dataState):(replied,DataState.DISALLOW_DUMP)",8be740cd,"No need to dump with status(replied,dataState):(replied,DataState.DISALLOW_DUMP)",[],d509c91c_1
2,[DEBUG]," After dump, new dumpFileOffset: 1024",f4f4d602,"After dump, new dumpFileOffset: <*>",[],d509c91c_1
1,[INFO],Upgrading storage directory /hadoop/data/data01. old LV = -64; old CTime = 1678886400. new LV = -63; new CTime = 1681113600,689e8be8,Upgrading storage directory <*><*>. old LV = -<*>; old CTime = <*>. new LV = -<*>; new CTime = <*>,"['/hadoop/data/data01', '64', '1678886400', '63', '1681113600']",78ddda6b_1
2,[INFO],Formatting block pool bpool_id_7 directory /data/disk1/current,9dc4927b,Formatting block pool bpool_id_<*> directory <*><*><*>,"['7', '', '/data/disk1/current']",78ddda6b_1
3,[INFO],Will remove files,d87fcb62,Will remove files,[],78ddda6b_1
1,[INFO],Linked blocks from /data/source to /data/destination. Successfully linked 1024 blocks.,9661c036,Linked blocks from <*> to <*> Successfully linked <*> blocks.,"['/data/source', '/data/destination.', '1024']",4d919761_1
1,[ERROR],Failed to load FSImage due to interruption.,899cf414,Failed to load FSImage due to interruption.,[],9b11e070_1
1,[INFO],Loaded FSImage in 3.14 seconds.,7d4b178a,Loaded FSImage in <*>.<*> seconds.,['3.14'],9b11e070_2
1,[INFO],Formatting journal id : 2 with namespace info: NamespaceID: 1 and force: true,848eeb0d,Formatting journal id : <*> with namespace info: NamespaceID: <*> and force: true,"['2', '1']",48e5d742_1
2,[INFO],Formatting journal id : journal_123 with namespace info: ns_456 and force: true,223b877d,Formatting journal id : journal_<*> with namespace info: ns_<*> and force: true,"['123', '456']",48e5d742_1
1,[WARN],Failed to add the inode /user/test/file.dat to the directory /user/test,33e429c6,Failed to add the inode <*> to the directory <*>,"['/user/test/file.dat', '/user/test']",bb57c135_1
1,[WARN],Failed to delete temporary edits file: /tmp/edits_backup,702cc59a,Failed to delete temporary edits file: <*>,['/tmp/edits_backup'],ab4e61d6_1
1,[DEBUG],DIR* NameSystem.startFile...,8381ec31,DIR* NameSystem.startFile...,[],e0aa60f1_1
1,[DEBUG],Scanned 1024 directories.,533a2168,Scanned <*> directories.,['1024'],bd494134_1
2,[INFO],Scanned 2048 INode directories to build namespace.,4d6f1b9f,Scanned <*> INode directories to build namespace.,['2048'],bd494134_1
1,[DEBUG],Yielded lock during decommission/maintenance check,a4c558ff,Yielded lock during decommission<*> check,['/maintenance'],b61b4259_1
1,[TRACE],Removing unknown block,629056fd,Removing unknown block,[],b61b4259_2
1,[INFO],Storage directory /data/hadoop/dfs/namenode does not contain previous fs state.,3f8e1679,Storage directory <*> does not contain previous fs state.,['/data/hadoop/dfs/namenode'],e7312c6b_1
1,[INFO],"Keytab is configured, will login using keytab.",3ee69765,"Keytab is configured, will login using keytab.",[],5b282821_1
1,[TRACE],Shared memory segment check. isStale=true,d0004d76,Shared memory segment check. isStale=true,[],534c4790_1
1,[TRACE],DataNode is stale because it's 5000 ms old and staleThreadholdMS=3000,9ff8f109,DataNode is stale because it's <*> ms old and staleThreadholdMS=<*>,"['5000', '3000']",534c4790_2
1,[TRACE],DataNode is not stale because it's only 2000 ms old and staleThresholdMs=3000,a6f575b2,DataNode is not stale because it's only <*> ms old and staleThresholdMs=<*>,"['2000', '3000']",534c4790_3
1,[WARN],"Caught ExecutionException while waiting all streamer flush,",5e1253fc,"Caught ExecutionException while waiting all streamer flush,",[],589a24ef_1
1,[ERROR],Failed to remove volume,5681d33e,Failed to remove volume,[],5c4c5330_1
1,[INFO],"Adding new volumes: /disk1/data,/disk2/data",e5c22028,"Adding new volumes: <*><*><*>,<*><*><*>","['', '', '/disk1/data,/disk2/data']",5c4c5330_2
2,[ERROR],Failed to add volume: /disk1/data,e9f6007a,Failed to add volume: <*><*><*>,"['', '/disk1/data']",5c4c5330_2
3,[ERROR],Failed to remove volume,5681d33e,Failed to remove volume,[],5c4c5330_2
1,[INFO],"Adding new volumes: /disk1/data,/disk2/data",e5c22028,"Adding new volumes: <*><*><*>,<*><*><*>","['', '', '/disk1/data,/disk2/data']",5c4c5330_3
2,[INFO],Successfully added volume: /disk1/data,aa971c58,Successfully added volume: <*><*><*>,"['', '/disk1/data']",5c4c5330_3
3,[ERROR],Failed to remove volume,5681d33e,Failed to remove volume,[],5c4c5330_3
1,[ERROR],No more available volumes,7efd5035,No more available volumes,[],6dcbe803_1
1,[DEBUG],"timed poll(): poll() returned null, sleeping for 1000 ms",d4b43576,"timed poll(): poll() returned null, sleeping for <*> ms",['1000'],9ffbe1ea_1
2,[DEBUG],timed poll(): timed out,42c08a2b,timed poll(): timed out,[],9ffbe1ea_1
1,[INFO],Start checkpoint at txid 12345,bd315af7,Start checkpoint at txid <*>,['12345'],7d3d98d5_1
1,[ERROR],Received fatal RPC error,ec71a42f,Received fatal RPC error,[],7d3d98d5_2
1,[INFO],Start checkpoint at txid 12345,bd315af7,Start checkpoint at txid <*>,['12345'],7d3d98d5_3
1,[INFO],Executing logEdit,78098042,Executing logEdit,[],e32a78f6_1
1,[INFO],Total count of filesystem objects calculated and output,a6934810,Total count of filesystem objects calculated and output,[],d964e89f_1
1,[INFO],Start linking block files from /disk1/block_pool to /disk1/current,0a8fcdf3,Start linking block files from <*><*><*> to <*><*><*>,"['', '/disk1/block_pool', '', '/disk1/current']",8d929c07_1
2,[ERROR],There are 2 duplicate block entries within the same volume.,324f6399,There are <*> duplicate block entries within the same volume.,['2'],8d929c07_1
1,[INFO],Start linking block files from /disk1/block_pool to /disk1/current,0a8fcdf3,Start linking block files from <*><*><*> to <*><*><*>,"['', '/disk1/block_pool', '', '/disk1/current']",8d929c07_2
1,[DEBUG],A packet was last sent 500ms ago.,4b11f7c5,A packet was last sent <*>ms ago.,['500'],8e948731_1
2,[WARN],A packet was last sent 500ms ago. Maximum idle time: 1000ms.,74b845fd,A packet was last sent <*>ms ago. Maximum idle time: <*>ms.,"['500', '1000']",8e948731_1
1,[ERROR],JournalNodeSyncer daemon received Runtime exception.,a49f4753,JournalNodeSyncer daemon received Runtime exception.,[],78d6d075_1
2,[INFO],Stopping Journal Node Sync.,20fc410e,Stopping Journal Node Sync.,[],78d6d075_1
1,[ERROR],Failed to create directory for downloading log segments: /path/to/edits/sync. Stopping Journal Node Sync.,176e1b55,Failed to create directory for downloading log segments: <*> Stopping Journal Node Sync.,['/path/to/edits/sync.'],78d6d075_2
1,[WARN],JournalNodeSyncer interrupted,d6b8a805,JournalNodeSyncer interrupted,[],78d6d075_3
1,[ERROR],JournalNodeSyncer daemon received Runtime exception.,a49f4753,JournalNodeSyncer daemon received Runtime exception.,[],78d6d075_4
1,[WARN],Failed to get the checksum for block blk_1234567890 at index 1024 in blockGroup blockGroup_9876543210,e0b1d15a,Failed to get the checksum for block blk_<*> at index <*> in blockGroup blockGroup_<*>,"['1234567890', '1024', '9876543210']",66794bba_1
1,[WARN],meta file /blocks/blk_1234567890 is missing!,b3dc7936,meta file <*><*> is missing!,['/blocks/blk_1234567890'],b7401386_1
1,[DEBUG],Removed cache pool,c1ba8ecd,Removed cache pool,[],74fa7079_1
2,[INFO],Edited log entry,ad45d0e8,Edited log entry,[],74fa7079_1
1,[WARN],"!!! WARNING !!! The NameNode currently runs without persistent storage. Any changes to the file system meta-data may be lost. Recommended actions: - shutdown and restart NameNode with configured ""dfs.namenode.name.dir"" in hdfs-site.xml; - use Backup Node as a persistent and up-to-date storage of the file system meta-data.",73733df2,!!! WARNING !!! The NameNode currently runs without persistent storage. Any changes to the file system meta-data may be lost. Recommended actions: - shutdown and restart NameNode with configured <*> in hdfs-site.xml; - use Backup Node as a persistent and up-to-date storage of the file system meta-data.,"['""dfs.namenode.name.dir""']",df74038a_1
1,[DEBUG],Failed to get number of live nodes,e3d4697e,Failed to get number of live nodes,[],f2526792_1
1,[INFO],Delete current dump directory /tmp/dump,53850889,Delete current dump directory <*>,['/tmp/dump'],1c579428_1
2,[INFO],Delete current dump directory /tmp/dumps,53850889,Delete current dump directory <*>,['/tmp/dumps'],1c579428_1
3,[INFO],Create new dump directory /tmp/dumps,79c5067c,Create new dump directory <*>,['/tmp/dumps'],1c579428_1
1,[INFO],Create new dump directory /tmp/dump,79c5067c,Create new dump directory <*>,['/tmp/dump'],1c579428_2
1,[INFO],Balancer concurrent dispatcher threads = 10,dbdbf4f9,Balancer concurrent dispatcher threads = <*>,['10'],5cf59373_1
2,[INFO],Allocating 5 threads per target.,4ffee9d0,Allocating <*> threads per target.,['5'],5cf59373_1
3,[INFO],Total bytes (blocks) moved in this iteration 536870912 (100),9cdfea50,Total bytes (blocks) moved in this iteration <*> (<*>),"['536870912', '100']",5cf59373_1
1,[INFO],Balancer concurrent dispatcher threads = 10,dbdbf4f9,Balancer concurrent dispatcher threads = <*>,['10'],5cf59373_2
2,[WARN],DFSConfigKeys.DFS_BALANCER_MOVERTHREADS_KEY=1 is too small for moving blocks to 3 targets. Balancing may be slower.,7168117b,DFSConfigKeys.DFS_BALANCER_MOVERTHREADS_KEY=<*> is too small for moving blocks to <*> targets. Balancing may be slower.,"['1', '3']",5cf59373_2
3,[INFO],Total bytes (blocks) moved in this iteration 536870912 (100),9cdfea50,Total bytes (blocks) moved in this iteration <*> (<*>),"['536870912', '100']",5cf59373_2
1,[ERROR],Access denied for READ_ONLY operation,863fea7e,Access denied for READ_ONLY operation,[],68497971_1
1,[DEBUG],"NFS FSSTAT fileHandle: FileHandle[12345] client: 192.168.1.100, FileHandle[12345]",6182eb46,"NFS FSSTAT fileHandle: FileHandle<*> client: <*>.<*>.<*>.<*>, FileHandle<*>","['[12345]', '192', '168.1.100', '[12345]']",68497971_2
2,[ERROR],Failed to get DFS client,a97a42f9,Failed to get DFS client,[],68497971_2
1,[DEBUG],"NFS FSSTAT fileHandle: FileHandle[12345] client: 192.168.1.100, FileHandle[12345]",6182eb46,"NFS FSSTAT fileHandle: FileHandle<*> client: <*>.<*>.<*>.<*>, FileHandle<*>","['[12345]', '192', '168.1.100', '[12345]']",68497971_3
2,[INFO],Can't get path for fileId: 12345,74189978,Can't get path for fileId: <*>,['12345'],68497971_3
1,[INFO],Can't get path for fileId: 12345,74189978,Can't get path for fileId: <*>,['12345'],68497971_4
1,[DEBUG],"NFS FSSTAT fileHandle: FileHandle[12345] client: 192.168.1.100, FileHandle[12345]",6182eb46,"NFS FSSTAT fileHandle: FileHandle<*> client: <*>.<*>.<*>.<*>, FileHandle<*>","['[12345]', '192', '168.1.100', '[12345]']",68497971_5
1,[DEBUG],"NFS FSSTAT fileHandle: FileHandle[12345] client: 192.168.1.100, FileHandle[12345]",6182eb46,"NFS FSSTAT fileHandle: FileHandle<*> client: <*>.<*>.<*>.<*>, FileHandle<*>","['[12345]', '192', '168.1.100', '[12345]']",68497971_6
1,[INFO],"Balance failed, error code: -1",e4dd6e54,"Balance failed, error code: -<*>",['1'],d474eb2d_1
1,[INFO],Balance succeed!,f1f6ba89,Balance succeed!,[],d474eb2d_2
1,[WARN],Balancer already running as a long-service!,ca876d9c,Balancer already running as a long-service!,[],d474eb2d_3
1,[ERROR],Edits file edits_0000000000000000001 has improperly formatted transaction ID,664a4611,Edits file edits_<*> has improperly formatted transaction ID,['0000000000000000001'],8c09b454_1
1,[ERROR],In-progress edits file edits_inprogress_0000000000000000002 has improperly formatted transaction ID,709a583e,In-progress edits file edits_inprogress_<*> has improperly formatted transaction ID,['0000000000000000002'],8c09b454_2
1,[INFO],Waiting until the NameNode rolls its edit logs in order to freeze the BackupNode namespace.,e708cfbe,Waiting until the NameNode rolls its edit logs in order to freeze the BackupNode namespace.,[],2d114d36_1
2,[WARN],Interrupted waiting for namespace to freeze %%,04f49fbf,Interrupted waiting for namespace to freeze <*>,['%%'],2d114d36_1
3,[INFO],Waiting until the NameNode rolls its edit logs in order to freeze the BackupNode namespace.,e708cfbe,Waiting until the NameNode rolls its edit logs in order to freeze the BackupNode namespace.,[],2d114d36_1
4,[INFO],BackupNode namespace frozen.,5b1854b8,BackupNode namespace frozen.,[],2d114d36_1
1,[WARN],Not able to find datanode datanode03 which has dependency with datanode datanode01,7881d78b,Not able to find datanode datanode<*> which has dependency with datanode datanode<*>,"['03', '01']",8322d2df_1
1,[INFO],Operation category WRITE checked,80024904,Operation category WRITE checked,[],d0d901f0_1
2,[WARN],NN safe mode check,6bbfdc5f,NN safe mode check,[],d0d901f0_1
1,[ERROR],Disk Balancer - Invalid plan version.,d53a592a,Disk Balancer - Invalid plan version.,[],1cc4cdef_1
1,[DEBUG], Scheduling write back task for fileId: 16777216,d10bafcd,Scheduling write back task for fileId: <*>,[],00121678_1
1,[ERROR],The conf property DFS_NAMENODE_SHARED_EDITS_DIR_KEY is not set properly with correct journal node uri,7563973b,The conf property DFS_NAMENODE_SHARED_EDITS_DIR_KEY is not set properly with correct journal node uri,[],64524644_1
2,[DEBUG],Handling deprecation for all properties in config,9ac5404f,Handling deprecation for all properties in config,[],64524644_1
3,[DEBUG],Handling deprecation for item,2f29da75,Handling deprecation for item,[],64524644_1
4,[INFO],message,78e73102,message,[],64524644_1
1,[ERROR],The conf property DFS_NAMENODE_SHARED_EDITS_DIR_KEY is not properly set with correct journal node hostnames,94bce4ba,The conf property DFS_NAMENODE_SHARED_EDITS_DIR_KEY is not properly set with correct journal node hostnames,[],64524644_2
2,[ERROR],The conf property DFS_NAMENODE_SHARED_EDITS_DIR_KEY is not properly set with correct journal node hostnames,94bce4ba,The conf property DFS_NAMENODE_SHARED_EDITS_DIR_KEY is not properly set with correct journal node hostnames,[],64524644_2
3,[DEBUG],Handling deprecation for all properties in config,9ac5404f,Handling deprecation for all properties in config,[],64524644_2
4,[DEBUG],Handling deprecation for item,2f29da75,Handling deprecation for item,[],64524644_2
5,[INFO],message,78e73102,message,[],64524644_2
1,[TRACE],redirectURI=hdfs://namenode01:8020/user/hadoop/data,dba2dcdd,redirectURI=hdfs:<*><*>:<*><*>,"['//namenode01', '8020/user/hadoop/data']",6357251e_1
1,[INFO],Loading EC policy file ec_policy.xml,fd889397,Loading EC policy file ec_policy.xml,[],d99de505_1
1,[ERROR],Bad EC policy configuration file: top-level element not <configuration>,40f00c0a,Bad EC policy configuration file: top-level element not <configuration>,[],d99de505_2
1,[ERROR],Bad EC policy configuration file: no <layoutVersion> element,272c1071,Bad EC policy configuration file: no <layoutVersion> element,[],d99de505_3
1,[ERROR],The parse failed because of bad layoutversion value,7a2205dc,The parse failed because of bad layoutversion value,[],d99de505_4
1,[ERROR],Bad EC policy configuration file: no <schemas> element,d65d52d9,Bad EC policy configuration file: no <schemas> element,[],d99de505_5
1,[ERROR],Bad EC policy configuration file: no <policies> element,75ef97e9,Bad EC policy configuration file: no <policies> element,[],d99de505_6
1,[INFO],HTTP Server started,e7f3a097,HTTP Server started,[],d6cd1587_1
1,[WARN],Not all router admins updated their cache,cff5dc72,Not all router admins updated their cache,[],12014aa6_1
2,[ERROR],Mount table cache refresher was interrupted.,19c43e38,Mount table cache refresher was interrupted.,[],12014aa6_1
1,[INFO],"Scan Results: /mnt/disk1,/mnt/disk2,/mnt/disk3",5292a73f,"Scan Results: <*><*>,<*><*>,<*><*>","['/mnt/disk1', '/mnt/disk2', '/mnt/disk3']",bc092645_1
1,[TRACE],disabling scanning on block pool pool-01,4aaa93d2,disabling scanning on block pool pool-<*>,['01'],4ff7cf4d_1
2,[WARN],"can't remove block pool pool-01, because it was never added.",961bec32,"can't remove block pool pool-<*>, because it was never added.",['01'],4ff7cf4d_1
1,[INFO],NNStorage.attemptRestoreRemovedStorage: check removed(failed) storage. removedStorages size = 1,75fe3a94,NNStorage.attemptRestoreRemovedStorage: check removed(failed) storage. removedStorages size = <*>,['1'],623f9868_1
1,[INFO],currently disabled dir /mnt/disk1/hadoop/dfs/nn; type=IMAGE ;canwrite=true,c00d56cc,currently disabled dir <*><*><*>; type=IMAGE ;canwrite=true,"['', '/mnt/disk1/hadoop/dfs/nn']",623f9868_2
1,[INFO],restoring dir /mnt/disk1/hadoop/dfs/nn,db2adbaf,restoring dir <*><*><*>,"['', '/mnt/disk1/hadoop/dfs/nn']",623f9868_3
1,[ERROR],Premature EOF: pos=10 < filelength=1024,0da4e4a1,Premature EOF: pos=<*> < filelength=<*>,"['10', '1024']",764cb990_1
1,[INFO],Value of operation is successful,a88e554a,Value of operation is successful,[],764cb990_2
1,[DEBUG],Got invalid encryption key error in response to OP_BLOCK_CHECKSUM,999ed0f5,Got invalid encryption key error in response to OP_BLOCK_CHECKSUM,[],04d79c82_1
2,[WARN],"src=/user/data, datanodes[0]=datanode01:50010",dea0fcbd,"src=<*>, datanodes<*>=datanode<*>:<*>","['/user/data', '[0]', '01:50010']",04d79c82_1
3,[DEBUG],Clearing encryption key,ccc3cfa1,Clearing encryption key,[],04d79c82_1
1,[INFO],Cache directive removed,d00da291,Cache directive removed,[],fb91b858_1
2,[DEBUG],logSync(tx) synctxid=1234 lastJournalledTxId=5678 mytxid=9012,bdc5ec76,logSync(tx) synctxid=<*> lastJournalledTxId=<*> mytxid=<*>,"['1234', '5678', '9012']",fb91b858_1
3,[ERROR],Could not sync enough journals to persistent storage due to No journals available to flush. Unsynced transactions: 100,fd3a6d2e,Could not sync enough journals to persistent storage due to No journals available to flush. Unsynced transactions: <*>,['100'],fb91b858_1
1,[WARN],I/O error attempting to unlock storage directory /data/disk1/dfs/dn.,fb9f18db,I<*> error attempting to unlock storage directory <*><*><*>,"['/O', '', '/data/disk1/dfs/dn.']",11daa209_1
1,[WARN],Registration IDs mismatched: the NodeRegistration ID is node_123 but the expected ID is node_456,57fb863f,Registration IDs mismatched: the NodeRegistration ID is node_<*> but the expected ID is node_<*>,"['123', '456']",d1df4f69_1
1,[ERROR],"Failed to copy datanode01 block file to /tmp/block_file, java.io.IOException: ...",6f625567,"Failed to copy datanode<*> block file to <*>, java.io.IOException: ...","['01', '/tmp/block_file']",27612c9b_1
1,[DEBUG],Copied hdfs://datanode01:50010/current/meta meta to /tmp/meta and calculated checksum,1558952d,Copied hdfs:<*><*>:<*><*> meta to <*> and calculated checksum,"['//datanode01', '50010/current/meta', '/tmp/meta']",27612c9b_2
1,[DEBUG],Copied hdfs://datanode01:50010/current/block to /tmp/block_file,1f68c6d2,Copied hdfs:<*><*>:<*><*> to <*>,"['//datanode01', '50010/current/block', '/tmp/block_file']",27612c9b_3
1,[DEBUG],BLOCK* rescanPostponedMisreplicatedBlocks: Postponed mis-replicated block /user/data/file_01 no longer found in block map.,7aabbe9e,BLOCK* rescanPostponedMisreplicatedBlocks: Postponed mis-replicated block <*><*> no longer found in block map.,['/user/data/file_01'],67f3b351_1
2,[DEBUG],"BLOCK* rescanPostponedMisreplicatedBlocks: Re-scanned block /user/data/file_02, result is POSTPONE",f4989f07,"BLOCK* rescanPostponedMisreplicatedBlocks: Re-scanned block <*><*>, result is POSTPONE",['/user/data/file_02'],67f3b351_1
3,[INFO],Rescan of postponedMisreplicatedBlocks completed in 1234 msecs. 10 blocks are left. 5 blocks were removed.,d3523905,Rescan of postponedMisreplicatedBlocks completed in <*> msecs. <*> blocks are left. <*> blocks were removed.,"['1234', '10', '5']",67f3b351_1
1,[INFO],/user/data printed,1edb0702,<*> printed,['/user/data'],91c0103f_1
2,[DEBUG],Checked files in directory,35d32cce,Checked files in directory,[],91c0103f_1
1,[WARN],Waiting for writer thread is interrupted.,44ddd16d,Waiting for writer thread is interrupted.,[],d4deac60_1
1,[WARN],Failed to resolve the path as mount path,0aa2af19,Failed to resolve the path as mount path,[],9735607d_1
1,[INFO],System.out.println(response),83e7e881,System.out.println(response),[],efe944e2_1
2,[INFO],"System.out.println(""No EC policy parsed out from /etc/hadoop/conf/hdfs-site.xml"")",0f83ad1f,System.out.println(<*>),"['""No EC policy parsed out from /etc/hadoop/conf/hdfs-site.xml""']",efe944e2_1
3,[ERROR],System.err.println(java.io.IOException: File not found),df329764,System.err.println(java.io.IOException: File not found),[],efe944e2_1
1,[DEBUG],DFSStripedOutputStream does not support hsync true. Caller should check StreamCapabilities before calling.,d8224600,DFSStripedOutputStream does not support hsync true. Caller should check StreamCapabilities before calling.,[],d4cf14e2_1
1,[DEBUG],a metric is reported: cmd: getFileInfo user: hdfs,88ca83b9,a metric is reported: cmd: getFileInfo user: hdfs,[],2ac4cb7a_1
1,[ERROR],Access denied for READ_ONLY access,1f54cb86,Access denied for READ_ONLY access,[],2c2c6953_1
1,[ERROR],Failed to deserialize ACCESS3Request,ad571e9d,Failed to deserialize ACCESS<*>Request,['3'],2c2c6953_2
1,[ERROR],DfsClient is null,c21991ad,DfsClient is null,[],2c2c6953_3
1,[DEBUG],"NFS ACCESS fileHandle: 0x12345678 client: 192.168.1.10, FileHandle{fileId=12345, generation=1}",d4e3ef32,"NFS ACCESS fileHandle: <*>x<*> client: <*>.<*>.<*>.<*>, FileHandle{fileId=<*>, generation=<*>}","['0x12345678', '192', '168.1.10', '12345', '1']",2c2c6953_4
2,[ERROR],Can't get path for fileId: 12345,74189978,Can't get path for fileId: <*>,['12345'],2c2c6953_4
1,[DEBUG],"NFS ACCESS fileHandle: 0x12345678 client: 192.168.1.10, FileHandle{fileId=12345, generation=1}",d4e3ef32,"NFS ACCESS fileHandle: <*>x<*> client: <*>.<*>.<*>.<*>, FileHandle{fileId=<*>, generation=<*>}","['0x12345678', '192', '168.1.10', '12345', '1']",2c2c6953_5
1,[DEBUG],"NFS ACCESS fileHandle: 0x12345678 client: 192.168.1.10, FileHandle{fileId=12345, generation=1}",d4e3ef32,"NFS ACCESS fileHandle: <*>x<*> client: <*>.<*>.<*>.<*>, FileHandle{fileId=<*>, generation=<*>}","['0x12345678', '192', '168.1.10', '12345', '1']",2c2c6953_6
1,[ERROR],Can't get path for fileId: 12345,74189978,Can't get path for fileId: <*>,['12345'],2c2c6953_7
1,[DEBUG],Block deletion is delayed during NameNode startup. The deletion will start after 1000 ms.,9cc23d38,Block deletion is delayed during NameNode startup. The deletion will start after <*> ms.,['1000'],a58e6b56_1
1,[INFO],"Keytab is configured, will login using keytab.",3ee69765,"Keytab is configured, will login using keytab.",[],2ff9e6cf_1
2,[INFO],"Keytab is configured, will login using keytab.",3ee69765,"Keytab is configured, will login using keytab.",[],2ff9e6cf_1
1,[WARN],"Unable to purge old storage data01, java.lang.Exception",bd886d13,"Unable to purge old storage data<*>, java.lang.Exception",['01'],90826fde_1
1,[DEBUG],DFSStripedOutputStream does not support hflush. Caller should check StreamCapabilities before calling.,df7f256e,DFSStripedOutputStream does not support hflush. Caller should check StreamCapabilities before calling.,[],d69275d7_1
1,[DEBUG],Block added,7d1be405,Block added,[],2212ec97_1
1,[DEBUG],"Creating /user/test/file01 requires creating parent /user/test, src, parent",23905f90,"Creating <*><*> requires creating parent <*>, src, parent","['/user/test/file01', '/user/test']",a39a084c_1
2,[ERROR],"Couldn't create parents for /user/test/file01, src",9ebd3811,"Couldn't create parents for <*><*>, src",['/user/test/file01'],a39a084c_1
1,[DEBUG],"Creating /user/test/file01 requires creating parent /user/test, src, parent",23905f90,"Creating <*><*> requires creating parent <*>, src, parent","['/user/test/file01', '/user/test']",a39a084c_2
1,[ERROR],"Unable to load DataNode plugins. Specified list of plugins: [""plugin_A"", ""plugin_B""]",89498214,Unable to load DataNode plugins. Specified list of plugins: <*>,"['[""plugin_A"", ""plugin_B""]']",54e17766_1
1,[INFO],Started plug-in plugin_C,31c02859,Started plug-in plugin_C,[],54e17766_2
1,[WARN],ServicePlugin plugin_D could not be started,a3979727,ServicePlugin plugin_D could not be started,[],54e17766_3
1,[ERROR],"WebImageViewer does not support secure mode. To start in non-secure mode, pass -Dhadoop.security.authentication=simple",335c9a26,"WebImageViewer does not support secure mode. To start in non-secure mode, pass -Dhadoop.security.authentication=simple",[],5c8cfa6c_1
1,[INFO],Interrupted. Stopping the WebImageViewer.,02c2a256,Interrupted. Stopping the WebImageViewer.,[],5c8cfa6c_2
1,[ERROR],Invalid MKDIR request,7493ce3b,Invalid MKDIR request,[],5d532c97_1
1,[DEBUG],NFS MKDIR dirHandle: dirHandle.dumpFileHandle() filename: file_name client: 192.168.1.100,032d545d,NFS MKDIR dirHandle: dirHandle.dumpFileHandle() filename: file_name client: <*>.<*>.<*>.<*>,"['192', '168.1.100']",5d532c97_2
1,[DEBUG],NFS MKDIR dirHandle: dirHandle.dumpFileHandle() filename: file_name client: 192.168.1.100,032d545d,NFS MKDIR dirHandle: dirHandle.dumpFileHandle() filename: file_name client: <*>.<*>.<*>.<*>,"['192', '168.1.100']",5d532c97_3
2,[ERROR],Setting file size is not supported when mkdir: file_name in dirHandle dirHandle,970e3302,Setting file size is not supported when mkdir: file_name in dirHandle dirHandle,[],5d532c97_3
1,[DEBUG],NFS MKDIR dirHandle: dirHandle.dumpFileHandle() filename: file_name client: 192.168.1.100,032d545d,NFS MKDIR dirHandle: dirHandle.dumpFileHandle() filename: file_name client: <*>.<*>.<*>.<*>,"['192', '168.1.100']",5d532c97_4
2,[INFO],Can't get path for dir fileId: dirHandle.getFileId(),273fe04e,Can't get path for dir fileId: dirHandle.getFileId(),[],5d532c97_4
1,[ERROR],Unexpected exception java.net.ConnectException proxying getBlockLocations to namenode01,5a20ae13,Unexpected exception java.net.ConnectException proxying getBlockLocations to namenode<*>,['01'],7d222ab5_1
1,[INFO],Stopping services started for ACTIVE state,eefff2e2,Stopping services started for ACTIVE state,[],fbaed5ed_1
1,[INFO],Not able to copy block blk_1234567890 because it's pinned,61678eab,Not able to copy block blk_<*> because it's pinned,['1234567890'],d845bfd4_1
1,[INFO],Copied blk_1234567890 to /192.168.1.10:50010,0ac3ba00,Copied blk_<*> to /<*>.<*>.<*>.<*>:<*>,"['1234567890', '192', '168.1.10', '50010']",d845bfd4_2
